R_kpc,M_model_Msun
0.0,0.0
9.448818897637794,28200998362.367546
18.89763779527559,120380938901.02496
28.346456692913385,297872607109.6017
37.79527559055118,546901489576.102
47.24409448818897,870437683291.8628
56.69291338582677,1252656190791.0413
66.14173228346456,1735772355383.0645
75.59055118110236,2275645346694.716
85.03937007874015,2863589768116.7803
94.48818897637794,3541278696675.0503
103.93700787401572,4189116598689.1577
113.38582677165354,4919364127984.711
122.83464566929132,5408185602044.861
132.28346456692913,5810030663859.685
141.7322834645669,6102874409071.194
151.1811023622047,6491944065645.374
160.62992125984252,6962618506006.973
170.0787401574803,7453216755246.303
179.5275590551181,8197807302390.755
188.97637795275588,8813119553656.762
198.4251968503937,9501835976671.598
207.87401574803147,10206412987640.943
217.32283464566927,11051893032870.084
226.77165354330708,11753133168619.719
236.2204724409449,12673789725473.266
245.66929133858267,13594272018168.217
255.11811023622045,14367502358774.312
264.56692913385825,15346537329092.81
274.01574803149606,16184170047786.4
283.4645669291338,17162223469085.645
292.9133858267716,18190214522617.21
302.3622047244094,19431363032354.14
311.81102362204723,20493031711036.09
321.25984251968504,21265951536408.16
330.7086614173228,23266552515405.72
340.1574803149606,24287371320923.277
349.6062992125984,25347506741255.18
359.0551181102362,26466961282179.43
368.503937007874,27566001405606.258
377.95275590551176,29860254516877.098
387.4015748031496,31339824943326.06
396.8503937007874,32458672018794.895
406.2992125984252,33979882980728.402
415.7480314960629,35392685850969.29
425.1968503937008,37845840747711.34
434.64566929133855,39117138591020.414
444.0944881889764,41078656309825.86
453.54330708661416,42046839837765.39
462.9921259842519,43789168195561.9
472.4409448818897,46425610847203.05
481.8897637795275,48129353406734.79
491.3385826771653,50960056312622.625
500.7874015748031,51803588471109.51
510.2362204724409,53272988273193.43
519.6850393700787,55593176664778.875
529.1338582677165,57580070037572.73
538.5826771653543,60816197686631.73
548.0314960629921,62335678095757.5
557.4803149606299,63934350262628.46
566.9291338582676,65317890410472.88
576.3779527559054,68788130667542.086
585.8267716535432,70392515457775.08
595.275590551181,71654521051975.34
604.7244094488188,73828871307468.25
614.1732283464567,75341670565638.88
623.6220472440945,77756095551982.1
633.0708661417323,80035284017286.92
642.5196850393701,81210346410749.55
651.9685039370078,83834911766528.92
661.4173228346456,84444501898151.95
670.8661417322834,86294730706574.17
680.3149606299212,87227252742403.33
689.763779527559,88274297732274.88
699.2125984251968,91180847521472.94
708.6614173228346,91058910179348.69
718.1102362204724,92090936302219.98
727.5590551181102,91820476018705.0
737.0078740157479,92015914645329.38
746.4566929133857,92988180267714.52
755.9055118110235,91433553557810.9
765.3543307086613,93641664284198.58
774.8031496062991,97974152158198.22
784.251968503937,106187346992433.22
793.7007874015748,113159536938040.45
803.1496062992126,123627741086102.22
812.5984251968504,134662607040698.4
822.0472440944881,144492819891950.62
831.4960629921259,156041085905936.56
840.9448818897637,166166297644034.22
850.3937007874015,174697829078866.2
859.8425196850393,188364392398775.84
869.2913385826771,199503093155413.06
878.7401574803149,212485662900182.47
888.1889763779527,221704828728366.94
897.6377952755905,232212680242816.28
907.0866141732284,245736104951106.56
916.535433070866,255698107426646.12
925.9842519685038,269102096007800.28
935.4330708661416,281978030355125.6
944.8818897637794,291618850915858.25
954.3307086614172,305845725509489.06
963.779527559055,317736340024075.2
973.2283464566927,333051820954558.75
982.6771653543308,344636224252996.06
992.1259842519684,360826036780571.8
1001.5748031496062,374942230078617.8
1011.023622047244,390035930709279.8
1020.4724409448818,407309029919448.0
1029.9212598425197,424248154273962.25
1039.3700787401574,440799551888994.8
1048.818897637795,461787692451281.6
1058.267716535433,482334952079248.25
1067.7165354330707,507937730887012.3
1077.1653543307086,531431855084751.94
1086.6141732283463,573050143207131.2
1096.0629921259842,609592861490715.0
1105.511811023622,692707252066748.9
1114.96062992126,768912648601086.5
1124.4094488188975,925983178609401.0
1133.8582677165352,1069361999193092.4
1143.3070866141732,1325930616111238.8
1152.7559055118109,1538336291973187.8
1162.2047244094488,1595927770261920.2
1171.6535433070865,1646178990547545.0
1181.1023622047244,1546215024021214.8
1190.551181102362,1453038530297364.2
1200.0,1343209175236466.8
