R_kpc,v_newton_kms,v_gr_no_boost_kms,v_final_kms,G_scale,GR_k_toy,extra_atten,boost_fraction,softening_kpc
0.30544848214087666,155.74094241824898,155.74094241824898,155.74094241824898,3.52,0.0,0.0,1.01,0.2
0.6108969642817533,257.36662177215226,257.36662177215226,257.36662177215226,3.52,0.0,0.0,1.01,0.2
0.9163454464226299,278.86761351270246,278.86761351270246,278.86761351270246,3.52,0.0,0.0,1.01,0.2
1.2217939285635067,274.0579386230922,274.0579386230922,274.0579386230922,3.52,0.0,0.0,1.01,0.2
1.5272424107043834,314.3071491695106,314.3071491695106,314.3071491695106,3.52,0.0,0.0,1.01,0.2
1.83269089284526,359.7414713989489,359.7414713989489,359.7414713989489,3.52,0.0,0.0,1.01,0.2
2.1381393749861366,369.7715924174867,369.7715924174867,369.7715924174867,3.52,0.0,0.0,1.01,0.2
2.4435878571270133,332.9263213659335,332.9263213659335,332.9263213659335,3.52,0.0,0.0,1.01,0.2
2.74903633926789,252.8421072256977,252.8421072256977,252.8421072256977,3.52,0.0,0.0,1.01,0.2
3.0544848214087668,362.7052557553614,362.7052557553614,362.7052557553614,3.52,0.0,0.0,1.01,0.2
3.3599333035496435,461.21129753974327,461.21129753974327,461.21129753974327,3.52,0.0,0.0,1.01,0.2
3.66538178569052,476.49471165659287,476.49471165659287,476.49471165659287,3.52,0.0,0.0,1.01,0.2
3.9708302678313965,423.43362948276985,423.43362948276985,423.43362948276985,3.52,0.0,0.0,1.01,0.2
4.276278749972273,383.1667933406228,383.1667933406228,383.1667933406228,3.52,0.0,0.0,1.01,0.2
4.58172723211315,371.29017362484353,371.29017362484353,371.29017362484353,3.52,0.0,0.0,1.01,0.2
4.887175714254027,419.90181209391216,419.90181209391216,419.90181209391216,3.52,0.0,0.0,1.01,0.2
5.192624196394903,407.6970592341321,407.6970592341321,407.6970592341321,3.52,0.0,0.0,1.01,0.2
5.49807267853578,374.9207595406589,374.9207595406589,374.9207595406589,3.52,0.0,0.0,1.01,0.2
5.803521160676657,359.1375357972057,359.1375357972057,359.1375357972057,3.52,0.0,0.0,1.01,0.2
6.1089696428175335,367.19670025449113,367.19670025449113,367.19670025449113,3.52,0.0,0.0,1.01,0.2
6.41441812495841,375.62642606903114,375.62642606903114,375.62642606903114,3.52,0.0,0.0,1.01,0.2
6.719866607099287,343.06987533856716,343.06987533856716,343.06987533856716,3.52,0.0,0.0,1.01,0.2
7.025315089240164,238.44055483693455,238.44055483693455,238.44055483693455,3.52,0.0,0.0,1.01,0.2
7.33076357138104,228.12799660712213,228.12799660712213,228.12799660712213,3.52,0.0,0.0,1.01,0.2
7.636212053521916,316.9958174330089,316.9958174330089,316.9958174330089,3.52,0.0,0.0,1.01,0.2
7.941660535662793,495.0396502329876,495.0396502329876,495.0396502329876,3.52,0.0,0.0,1.01,0.2
8.24710901780367,485.4615024107962,485.4615024107962,485.4615024107962,3.52,0.0,0.0,1.01,0.2
8.552557499944546,401.9847500336982,401.9847500336982,401.9847500336982,3.52,0.0,0.0,1.01,0.2
8.858005982085423,386.1299894054991,386.1299894054991,386.1299894054991,3.52,0.0,0.0,1.01,0.2
9.1634544642263,451.85382166573896,451.85382166573896,451.85382166573896,3.52,0.0,0.0,1.01,0.2
9.468902946367177,408.439149050494,408.439149050494,408.439149050494,3.52,0.0,0.0,1.01,0.2
9.774351428508053,376.52045003107054,376.52045003107054,376.52045003107054,3.52,0.0,0.0,1.01,0.2
10.07979991064893,356.55290869310767,356.55290869310767,356.55290869310767,3.52,0.0,0.0,1.01,0.2
10.385248392789807,341.9394145476872,341.9394145476872,341.9394145476872,3.52,0.0,0.0,1.01,0.2
10.690696874930683,326.5278348180529,326.5278348180529,326.5278348180529,3.52,0.0,0.0,1.01,0.2
10.99614535707156,295.8216212203992,295.8216212203992,295.8216212203992,3.52,0.0,0.0,1.01,0.2
11.301593839212437,331.30341676143235,331.30341676143235,331.30341676143235,3.52,0.0,0.0,1.01,0.2
11.607042321353314,368.295792087001,368.295792087001,368.295792087001,3.52,0.0,0.0,1.01,0.2
11.91249080349419,337.5778753966009,337.5778753966009,337.5778753966009,3.52,0.0,0.0,1.01,0.2
12.217939285635067,318.6626335440935,318.6626335440935,318.6626335440935,3.52,0.0,0.0,1.01,0.2
12.523387767775944,301.76134848826473,301.76134848826473,301.76134848826473,3.52,0.0,0.0,1.01,0.2
12.82883624991682,284.1714471140395,284.1714471140395,284.1714471140395,3.52,0.0,0.0,1.01,0.2
13.134284732057697,266.5767788428253,266.5767788428253,266.5767788428253,3.52,0.0,0.0,1.01,0.2
13.439733214198574,256.1995129162394,256.1995129162394,256.1995129162394,3.52,0.0,0.0,1.01,0.2
13.74518169633945,260.1331984002568,260.1331984002568,260.1331984002568,3.52,0.0,0.0,1.01,0.2
14.050630178480327,275.8100026552242,275.8100026552242,275.8100026552242,3.52,0.0,0.0,1.01,0.2
14.356078660621204,312.79037172521566,312.79037172521566,312.79037172521566,3.52,0.0,0.0,1.01,0.2
14.66152714276208,303.5352735976441,303.5352735976441,303.5352735976441,3.52,0.0,0.0,1.01,0.2
14.966975624902956,297.1586104405087,297.1586104405087,297.1586104405087,3.52,0.0,0.0,1.01,0.2
15.272424107043832,318.15314310789915,318.15314310789915,318.15314310789915,3.52,0.0,0.0,1.01,0.2
